-0.600 -2.63415999946e-06
-0.575 -1.40661999914e-06
-0.550 -7.60489999863e-07
-0.525 -4.32559998487e-07
-0.500 -1.76418999942e-06
-0.475 -1.2583900002e-06
-0.450 -9.46929999301e-07
-0.425 -7.44960001242e-07
-0.400 -6.0749999875e-07
-0.375 -5.12699999788e-07
-0.350 -4.44699999491e-07
-0.325 -2.2732999998e-06
-0.300 -2.08420000014e-06
-0.275 -1.98080000047e-06
-0.250 -1.96689999932e-06
-0.225 -2.07569999944e-06
-0.200 -3.8850000017e-07
-0.175 -4.89499999645e-07
-0.150 -7.16000000622e-07
-0.125 -1.3526e-06
-0.100 -8.45300000663e-07
-0.075 -1.31260000025e-06
-0.050 -8.15199999948e-07
-0.025 -1.38989999954e-06
0.000 -7.23099999433e-07
0.025 -5.35199999874e-07
0.050 -4.44799999499e-07
0.075 -3.96500000832e-07
0.100 -3.70799998706e-07
0.125 -3.61799999737e-07
0.150 -3.64599999969e-07
0.175 -3.75599999103e-07
0.200 -3.92900002311e-07
0.225 -4.1499999881e-07
0.250 -4.41200000978e-07
0.275 -4.71399999924e-07
0.300 -5.05199999168e-07
0.325 -5.42800002279e-07
0.350 -5.83399998533e-07
0.375 -6.26700000339e-07
0.400 -6.71900000526e-07
0.425 -7.18200002581e-07
0.450 -7.64799999331e-07
0.475 -8.11199999617e-07
0.500 -8.56500001589e-07
0.525 -9.00399999892e-07
0.550 -9.42399999815e-07
0.575 -9.81999999539e-07
0.600 -1.01880000258e-06
0.625 -1.05240000181e-06
0.650 -1.0825999972e-06
0.675 -1.10899999939e-06
0.700 -1.13149999947e-06
0.725 -1.14999999923e-06
0.750 -1.1645000022e-06
0.775 -1.1750000013e-06
0.800 -1.18170000007e-06
0.825 -1.18499999857e-06
0.850 -1.18550000039e-06
0.875 -1.18379999847e-06
0.900 -1.18090000001e-06
0.925 -1.17789999976e-06
0.950 -1.17589999959e-06
0.975 -1.17639999786e-06
