-0.600 2.30414180643
-0.575 2.43510060585
-0.550 2.56484283549
-0.525 2.68871333655
-0.500 2.80575654204
-0.475 2.9232636612
-0.450 3.04109015138
-0.425 3.15911880845
-0.400 3.2772577215
-0.375 3.39543074654
-0.350 3.51357733301
-0.325 3.63164606019
-0.300 3.74959869931
-0.275 3.86740256985
-0.250 3.98502639946
-0.225 4.10244510958
-0.200 4.21390801771
-0.175 4.3235704225
-0.150 4.43277179532
-0.125 4.54158350712
-0.100 4.65007859443
-0.075 4.75831116912
-0.050 4.86633453113
-0.025 4.97418980189
0.000 5.08191576981
0.025 5.18954282072
0.050 5.29709864851
0.075 5.40460654292
0.100 5.51208577276
0.125 5.61955318491
0.150 5.7270231258
0.175 5.8345078673
0.200 5.9420172347
0.225 6.0495589272
0.250 6.1571404692
0.275 6.2647675618
0.300 6.3724449156
0.325 6.4801764703
0.350 6.5879646443
0.375 6.69581183
0.400 6.8037199375
0.425 6.9116903332
0.450 7.0197342995
0.475 7.1278207548
0.500 7.235980974
0.525 7.3441972364
0.550 7.4276388204
0.575 7.5137558757
0.600 7.6000808656
0.625 7.6866223164
0.650 7.7733695512
0.675 7.8603103848
0.700 7.9474401973
0.725 8.0347525992
0.750 8.1222398062
0.775 8.2099048343
0.800 8.2977132097
0.825 8.3856875584
0.850 8.4738123961
0.875 8.5620824732
0.900 8.6504927478
0.925 8.7390383344
0.950 8.8277146875
0.975 8.9165169381
